,Unnamed: 0,Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Lloguer_mitja,Preu
4096,4096,2021,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),"964,0"
4097,4097,2021,1,2,Eixample,10,Sant Antoni,Lloguer mitjà mensual (Euros/mes),"898,7"
4098,4098,2021,1,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà mensual (Euros/mes),"781,6"
4099,4099,2021,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà mensual (Euros/mes),--
4100,4100,2021,1,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà mensual (Euros/mes),"810,6"
4101,4101,2021,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà mensual (Euros/mes),"799,5"
4102,4102,2021,1,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà mensual (Euros/mes),"778,4"
4103,4103,2021,1,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà mensual (Euros/mes),"807,6"
4104,4104,2021,1,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà mensual (Euros/mes),"788,1"
4105,4105,2021,1,3,Sants-Montjuïc,18,Sants,Lloguer mitjà mensual (Euros/mes),"829,1"
4106,4106,2021,1,4,Les Corts,19,les Corts,Lloguer mitjà mensual (Euros/mes),"990,3"
4107,4107,2021,1,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà mensual (Euros/mes),"927,3"
4108,4108,2021,1,4,Les Corts,21,Pedralbes,Lloguer mitjà mensual (Euros/mes),"1598,2"
4109,4109,2021,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà mensual (Euros/mes),"1531,7"
4110,4110,2021,1,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà mensual (Euros/mes),"1263,9"
4111,4111,2021,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà mensual (Euros/mes),"1578,0"
4112,4112,2021,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà mensual (Euros/mes),"1264,8"
4113,4113,2021,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà mensual (Euros/mes),"1294,9"
4114,4114,2021,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà mensual (Euros/mes),"990,1"
4115,4115,2021,1,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà mensual (Euros/mes),"959,0"
4116,4116,2021,1,6,Gràcia,29,el Coll,Lloguer mitjà mensual (Euros/mes),"745,4"
4117,4117,2021,1,6,Gràcia,30,la Salut,Lloguer mitjà mensual (Euros/mes),"859,1"
4118,4118,2021,1,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà mensual (Euros/mes),"910,6"
4119,4119,2021,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà mensual (Euros/mes),"865,3"
4120,4120,2021,1,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà mensual (Euros/mes),"817,3"
4121,4121,2021,1,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà mensual (Euros/mes),"741,1"
4122,4122,2021,1,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà mensual (Euros/mes),"791,7"
4123,4123,2021,1,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà mensual (Euros/mes),"795,0"
4124,4124,2021,1,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà mensual (Euros/mes),"668,8"
4125,4125,2021,1,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà mensual (Euros/mes),"716,1"
4126,4126,2021,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà mensual (Euros/mes),"700,5"
4127,4127,2021,1,7,Horta-Guinardó,40,Montbau,Lloguer mitjà mensual (Euros/mes),"741,4"
4128,4128,2021,1,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà mensual (Euros/mes),"827,0"
4129,4129,2021,1,7,Horta-Guinardó,42,la Clota,Lloguer mitjà mensual (Euros/mes),--
4130,4130,2021,1,7,Horta-Guinardó,43,Horta,Lloguer mitjà mensual (Euros/mes),"747,4"
4131,4131,2021,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà mensual (Euros/mes),"736,5"
4132,4132,2021,1,8,Nou Barris,45,Porta,Lloguer mitjà mensual (Euros/mes),"707,2"
4133,4133,2021,1,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà mensual (Euros/mes),"687,2"
4134,4134,2021,1,8,Nou Barris,47,Can Peguera,Lloguer mitjà mensual (Euros/mes),--
4135,4135,2021,1,8,Nou Barris,48,la Guineueta,Lloguer mitjà mensual (Euros/mes),"691,6"
4136,4136,2021,1,8,Nou Barris,49,Canyelles,Lloguer mitjà mensual (Euros/mes),"762,5"
4137,4137,2021,1,8,Nou Barris,50,les Roquetes,Lloguer mitjà mensual (Euros/mes),"643,6"
4138,4138,2021,1,8,Nou Barris,51,Verdun,Lloguer mitjà mensual (Euros/mes),"631,6"
4139,4139,2021,1,8,Nou Barris,52,la Prosperitat,Lloguer mitjà mensual (Euros/mes),"671,8"
4140,4140,2021,1,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà mensual (Euros/mes),"605,0"
4141,4141,2021,1,8,Nou Barris,54,Torre Baró,Lloguer mitjà mensual (Euros/mes),--
4142,4142,2021,1,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà mensual (Euros/mes),"520,2"
4143,4143,2021,1,8,Nou Barris,56,Vallbona,Lloguer mitjà mensual (Euros/mes),--
4144,4144,2021,1,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà mensual (Euros/mes),"625,1"
4145,4145,2021,1,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà mensual (Euros/mes),--
4146,4146,2021,1,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà mensual (Euros/mes),"658,9"
4147,4147,2021,1,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà mensual (Euros/mes),"762,5"
4148,4148,2021,1,9,Sant Andreu,61,la Sagrera,Lloguer mitjà mensual (Euros/mes),"759,3"
4149,4149,2021,1,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà mensual (Euros/mes),"756,9"
4150,4150,2021,1,9,Sant Andreu,63,Navas,Lloguer mitjà mensual (Euros/mes),"824,2"
4151,4151,2021,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà mensual (Euros/mes),"814,5"
4152,4152,2021,1,10,Sant Martí,65,el Clot,Lloguer mitjà mensual (Euros/mes),"853,6"
4153,4153,2021,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà mensual (Euros/mes),"927,5"
4154,4154,2021,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà mensual (Euros/mes),"1298,9"
4155,4155,2021,1,10,Sant Martí,68,el Poblenou,Lloguer mitjà mensual (Euros/mes),"928,5"
4156,4156,2021,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà mensual (Euros/mes),"978,4"
4157,4157,2021,1,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà mensual (Euros/mes),"704,2"
4158,4158,2021,1,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà mensual (Euros/mes),"976,7"
4159,4159,2021,1,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà mensual (Euros/mes),"794,6"
4160,4160,2021,1,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà mensual (Euros/mes),"740,8"
4161,4161,2021,1,1,Ciutat Vella,1,el Raval,Lloguer mitjà per superfície (Euros/m2 mes),"12,8"
4162,4162,2021,1,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà per superfície (Euros/m2 mes),"12,3"
4163,4163,2021,1,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà per superfície (Euros/m2 mes),"15,5"
4164,4164,2021,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà per superfície (Euros/m2 mes),"13,3"
4165,4165,2021,1,2,Eixample,5,el Fort Pienc,Lloguer mitjà per superfície (Euros/m2 mes),"12,9"
4166,4166,2021,1,2,Eixample,6,la Sagrada Família,Lloguer mitjà per superfície (Euros/m2 mes),"13,5"
4167,4167,2021,1,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,0"
4168,4168,2021,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,7"
4169,4169,2021,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,6"
4170,4170,2021,1,2,Eixample,10,Sant Antoni,Lloguer mitjà per superfície (Euros/m2 mes),"12,5"
4171,4171,2021,1,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà per superfície (Euros/m2 mes),"13,5"
4172,4172,2021,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà per superfície (Euros/m2 mes),--
4173,4173,2021,1,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà per superfície (Euros/m2 mes),"11,6"
4174,4174,2021,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà per superfície (Euros/m2 mes),"12,7"
4175,4175,2021,1,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà per superfície (Euros/m2 mes),"12,9"
4176,4176,2021,1,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà per superfície (Euros/m2 mes),"12,2"
4177,4177,2021,1,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà per superfície (Euros/m2 mes),"13,0"
4178,4178,2021,1,3,Sants-Montjuïc,18,Sants,Lloguer mitjà per superfície (Euros/m2 mes),"13,2"
4179,4179,2021,1,4,Les Corts,19,les Corts,Lloguer mitjà per superfície (Euros/m2 mes),"13,8"
4180,4180,2021,1,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà per superfície (Euros/m2 mes),"12,5"
4181,4181,2021,1,4,Les Corts,21,Pedralbes,Lloguer mitjà per superfície (Euros/m2 mes),"14,0"
4182,4182,2021,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà per superfície (Euros/m2 mes),"15,7"
4183,4183,2021,1,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà per superfície (Euros/m2 mes),"15,6"
4184,4184,2021,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà per superfície (Euros/m2 mes),"16,0"
4185,4185,2021,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà per superfície (Euros/m2 mes),"15,2"
4186,4186,2021,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà per superfície (Euros/m2 mes),"14,3"
4187,4187,2021,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà per superfície (Euros/m2 mes),"14,1"
4188,4188,2021,1,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà per superfície (Euros/m2 mes),"13,6"
4189,4189,2021,1,6,Gràcia,29,el Coll,Lloguer mitjà per superfície (Euros/m2 mes),"12,5"
4190,4190,2021,1,6,Gràcia,30,la Salut,Lloguer mitjà per superfície (Euros/m2 mes),"12,8"
4191,4191,2021,1,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà per superfície (Euros/m2 mes),"14,2"
4192,4192,2021,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà per superfície (Euros/m2 mes),"13,6"
4193,4193,2021,1,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),"12,3"
4194,4194,2021,1,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà per superfície (Euros/m2 mes),"12,7"
4195,4195,2021,1,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),"12,3"
4196,4196,2021,1,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà per superfície (Euros/m2 mes),"12,3"
4197,4197,2021,1,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà per superfície (Euros/m2 mes),"11,4"
4198,4198,2021,1,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà per superfície (Euros/m2 mes),"11,8"
4199,4199,2021,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà per superfície (Euros/m2 mes),"10,4"
4200,4200,2021,1,7,Horta-Guinardó,40,Montbau,Lloguer mitjà per superfície (Euros/m2 mes),"11,2"
4201,4201,2021,1,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà per superfície (Euros/m2 mes),"11,9"
4202,4202,2021,1,7,Horta-Guinardó,42,la Clota,Lloguer mitjà per superfície (Euros/m2 mes),--
4203,4203,2021,1,7,Horta-Guinardó,43,Horta,Lloguer mitjà per superfície (Euros/m2 mes),"11,8"
4204,4204,2021,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà per superfície (Euros/m2 mes),"11,3"
4205,4205,2021,1,8,Nou Barris,45,Porta,Lloguer mitjà per superfície (Euros/m2 mes),"11,5"
4206,4206,2021,1,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà per superfície (Euros/m2 mes),"11,0"
4207,4207,2021,1,8,Nou Barris,47,Can Peguera,Lloguer mitjà per superfície (Euros/m2 mes),--
4208,4208,2021,1,8,Nou Barris,48,la Guineueta,Lloguer mitjà per superfície (Euros/m2 mes),"9,9"
4209,4209,2021,1,8,Nou Barris,49,Canyelles,Lloguer mitjà per superfície (Euros/m2 mes),"9,3"
4210,4210,2021,1,8,Nou Barris,50,les Roquetes,Lloguer mitjà per superfície (Euros/m2 mes),"11,6"
4211,4211,2021,1,8,Nou Barris,51,Verdun,Lloguer mitjà per superfície (Euros/m2 mes),"12,5"
4212,4212,2021,1,8,Nou Barris,52,la Prosperitat,Lloguer mitjà per superfície (Euros/m2 mes),"11,8"
4213,4213,2021,1,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà per superfície (Euros/m2 mes),"11,5"
4214,4214,2021,1,8,Nou Barris,54,Torre Baró,Lloguer mitjà per superfície (Euros/m2 mes),--
4215,4215,2021,1,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà per superfície (Euros/m2 mes),"9,0"
4216,4216,2021,1,8,Nou Barris,56,Vallbona,Lloguer mitjà per superfície (Euros/m2 mes),--
4217,4217,2021,1,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà per superfície (Euros/m2 mes),"10,7"
4218,4218,2021,1,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà per superfície (Euros/m2 mes),--
4219,4219,2021,1,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà per superfície (Euros/m2 mes),"10,9"
4220,4220,2021,1,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà per superfície (Euros/m2 mes),"11,7"
4221,4221,2021,1,9,Sant Andreu,61,la Sagrera,Lloguer mitjà per superfície (Euros/m2 mes),"12,1"
4222,4222,2021,1,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà per superfície (Euros/m2 mes),"11,7"
4223,4223,2021,1,9,Sant Andreu,63,Navas,Lloguer mitjà per superfície (Euros/m2 mes),"12,2"
4224,4224,2021,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà per superfície (Euros/m2 mes),"12,9"
4225,4225,2021,1,10,Sant Martí,65,el Clot,Lloguer mitjà per superfície (Euros/m2 mes),"13,0"
4226,4226,2021,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"13,5"
4227,4227,2021,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"17,3"
4228,4228,2021,1,10,Sant Martí,68,el Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"14,3"
4229,4229,2021,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"15,1"
4230,4230,2021,1,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà per superfície (Euros/m2 mes),"11,4"
4231,4231,2021,1,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"13,5"
4232,4232,2021,1,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà per superfície (Euros/m2 mes),"11,3"
4233,4233,2021,1,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà per superfície (Euros/m2 mes),"11,1"
4234,4234,2021,2,1,Ciutat Vella,1,el Raval,Lloguer mitjà mensual (Euros/mes),"774,2"
4235,4235,2021,2,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà mensual (Euros/mes),"934,1"
4236,4236,2021,2,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà mensual (Euros/mes),"814,8"
4237,4237,2021,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà mensual (Euros/mes),"862,1"
4238,4238,2021,2,2,Eixample,5,el Fort Pienc,Lloguer mitjà mensual (Euros/mes),"907,1"
4239,4239,2021,2,2,Eixample,6,la Sagrada Família,Lloguer mitjà mensual (Euros/mes),"887,4"
4240,4240,2021,2,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà mensual (Euros/mes),"1196,3"
4241,4241,2021,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),"1070,1"
4242,4242,2021,2,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),"953,3"
4243,4243,2021,2,2,Eixample,10,Sant Antoni,Lloguer mitjà mensual (Euros/mes),"928,8"
4244,4244,2021,2,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà mensual (Euros/mes),"773,7"
4245,4245,2021,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà mensual (Euros/mes),--
4246,4246,2021,2,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà mensual (Euros/mes),"772,4"
4247,4247,2021,2,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà mensual (Euros/mes),"810,8"
4248,4248,2021,2,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà mensual (Euros/mes),"772,8"
4249,4249,2021,2,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà mensual (Euros/mes),"815,4"
4250,4250,2021,2,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà mensual (Euros/mes),"778,1"
4251,4251,2021,2,3,Sants-Montjuïc,18,Sants,Lloguer mitjà mensual (Euros/mes),"815,4"
4252,4252,2021,2,4,Les Corts,19,les Corts,Lloguer mitjà mensual (Euros/mes),"998,8"
4253,4253,2021,2,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà mensual (Euros/mes),"904,8"
4254,4254,2021,2,4,Les Corts,21,Pedralbes,Lloguer mitjà mensual (Euros/mes),"1680,3"
4255,4255,2021,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà mensual (Euros/mes),"1074,7"
4256,4256,2021,2,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà mensual (Euros/mes),"1298,0"
4257,4257,2021,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà mensual (Euros/mes),"1429,0"
4258,4258,2021,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà mensual (Euros/mes),"1226,1"
4259,4259,2021,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà mensual (Euros/mes),"1339,1"
4260,4260,2021,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà mensual (Euros/mes),"1024,4"
4261,4261,2021,2,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà mensual (Euros/mes),"924,5"
4262,4262,2021,2,6,Gràcia,29,el Coll,Lloguer mitjà mensual (Euros/mes),"796,8"
4263,4263,2021,2,6,Gràcia,30,la Salut,Lloguer mitjà mensual (Euros/mes),"859,2"
4264,4264,2021,2,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà mensual (Euros/mes),"881,0"
4265,4265,2021,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà mensual (Euros/mes),"880,1"
4266,4266,2021,2,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà mensual (Euros/mes),"820,2"
4267,4267,2021,2,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà mensual (Euros/mes),"773,5"
4268,4268,2021,2,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà mensual (Euros/mes),"818,2"
4269,4269,2021,2,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà mensual (Euros/mes),"817,7"
4270,4270,2021,2,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà mensual (Euros/mes),"667,6"
4271,4271,2021,2,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà mensual (Euros/mes),"713,8"
4272,4272,2021,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà mensual (Euros/mes),"653,5"
4273,4273,2021,2,7,Horta-Guinardó,40,Montbau,Lloguer mitjà mensual (Euros/mes),"729,9"
4274,4274,2021,2,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà mensual (Euros/mes),"884,2"
4275,4275,2021,2,7,Horta-Guinardó,42,la Clota,Lloguer mitjà mensual (Euros/mes),--
4276,4276,2021,2,7,Horta-Guinardó,43,Horta,Lloguer mitjà mensual (Euros/mes),"734,9"
4277,4277,2021,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà mensual (Euros/mes),"754,4"
4278,4278,2021,2,8,Nou Barris,45,Porta,Lloguer mitjà mensual (Euros/mes),"698,5"
4279,4279,2021,2,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà mensual (Euros/mes),"671,8"
4280,4280,2021,2,8,Nou Barris,47,Can Peguera,Lloguer mitjà mensual (Euros/mes),--
4281,4281,2021,2,8,Nou Barris,48,la Guineueta,Lloguer mitjà mensual (Euros/mes),"698,3"
4282,4282,2021,2,8,Nou Barris,49,Canyelles,Lloguer mitjà mensual (Euros/mes),"673,8"
4283,4283,2021,2,8,Nou Barris,50,les Roquetes,Lloguer mitjà mensual (Euros/mes),"608,7"
4284,4284,2021,2,8,Nou Barris,51,Verdun,Lloguer mitjà mensual (Euros/mes),"648,9"
4285,4285,2021,2,8,Nou Barris,52,la Prosperitat,Lloguer mitjà mensual (Euros/mes),"680,9"
4286,4286,2021,2,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà mensual (Euros/mes),"598,6"
4287,4287,2021,2,8,Nou Barris,54,Torre Baró,Lloguer mitjà mensual (Euros/mes),--
4288,4288,2021,2,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà mensual (Euros/mes),"488,1"
4289,4289,2021,2,8,Nou Barris,56,Vallbona,Lloguer mitjà mensual (Euros/mes),--
4290,4290,2021,2,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà mensual (Euros/mes),"592,4"
4291,4291,2021,2,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà mensual (Euros/mes),"447,5"
4292,4292,2021,2,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà mensual (Euros/mes),"741,9"
4293,4293,2021,2,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà mensual (Euros/mes),"757,2"
4294,4294,2021,2,9,Sant Andreu,61,la Sagrera,Lloguer mitjà mensual (Euros/mes),"737,4"
4295,4295,2021,2,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà mensual (Euros/mes),"791,3"
4296,4296,2021,2,9,Sant Andreu,63,Navas,Lloguer mitjà mensual (Euros/mes),"827,2"
4297,4297,2021,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà mensual (Euros/mes),"795,6"
4298,4298,2021,2,10,Sant Martí,65,el Clot,Lloguer mitjà mensual (Euros/mes),"786,4"
4299,4299,2021,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà mensual (Euros/mes),"911,1"
4300,4300,2021,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà mensual (Euros/mes),"1248,6"
4301,4301,2021,2,10,Sant Martí,68,el Poblenou,Lloguer mitjà mensual (Euros/mes),"912,4"
4302,4302,2021,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà mensual (Euros/mes),"948,3"
4303,4303,2021,2,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà mensual (Euros/mes),"700,8"
4304,4304,2021,2,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà mensual (Euros/mes),"884,8"
4305,4305,2021,2,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà mensual (Euros/mes),"799,7"
4306,4306,2021,2,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà mensual (Euros/mes),"728,2"
4307,4307,2021,2,1,Ciutat Vella,1,el Raval,Lloguer mitjà per superfície (Euros/m2 mes),"12,9"
4308,4308,2021,2,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà per superfície (Euros/m2 mes),"12,7"
4309,4309,2021,2,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà per superfície (Euros/m2 mes),"15,9"
4310,4310,2021,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà per superfície (Euros/m2 mes),"13,6"
4311,4311,2021,2,2,Eixample,5,el Fort Pienc,Lloguer mitjà per superfície (Euros/m2 mes),"12,7"
4312,4312,2021,2,2,Eixample,6,la Sagrada Família,Lloguer mitjà per superfície (Euros/m2 mes),"13,5"
4313,4313,2021,2,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,1"
4314,4314,2021,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,3"
4315,4315,2021,2,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,2"
4316,4316,2021,2,2,Eixample,10,Sant Antoni,Lloguer mitjà per superfície (Euros/m2 mes),"13,0"
4317,4317,2021,2,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà per superfície (Euros/m2 mes),"13,5"
4318,4318,2021,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà per superfície (Euros/m2 mes),--
4319,4319,2021,2,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà per superfície (Euros/m2 mes),"10,8"
4320,4320,2021,2,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà per superfície (Euros/m2 mes),"12,5"
4321,4321,2021,2,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà per superfície (Euros/m2 mes),"13,1"
4322,4322,2021,2,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà per superfície (Euros/m2 mes),"12,0"
4323,4323,2021,2,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà per superfície (Euros/m2 mes),"13,1"
4324,4324,2021,2,3,Sants-Montjuïc,18,Sants,Lloguer mitjà per superfície (Euros/m2 mes),"13,2"
